ANONYMIZED BUSINESS,QUANTITY,Total Sales,count,Cluster,Classified
Business-a2ef,888,2753080,32,2,High Value
Business-a2f8,42,169530,7,2,High Value
Business-a304,3,5860,2,2,High Value
Business-a324,10,13525,9,2,High Value
Business-a332,2,9720,1,2,High Value
Business-a334,48,105226,45,2,High Value
Business-a346,10,26700,5,2,High Value
Business-a353,10,5565,5,2,High Value
Business-a364,5,11610,3,2,High Value
Business-a391,10,24585,7,2,High Value
Business-a39a,1,3550,1,2,High Value
Business-a39b,4,12960,2,2,High Value
Business-a3a0,21,44895,3,2,High Value
Business-a3da,94,178452,82,2,High Value
Business-a3e6,75,194080,25,2,High Value
Business-a3e9,2,3790,2,2,High Value
Business-a3ee,2,5595,2,2,High Value
Business-a3fe,1302,3134851,707,0,Low Value
Business-a409,164,352350,19,2,High Value
Business-a417,145,286464,135,2,High Value
Business-a422,618,1185391,190,2,High Value
Business-a427,666,1553633,101,2,High Value
Business-a43d,1790,4934077,274,0,Low Value
Business-a44a,210,482797,188,2,High Value
Business-a462,3,17375,3,2,High Value
Business-a465,36,85492,23,2,High Value
Business-a476,16,12320,8,2,High Value
Business-a47b,2,1450,1,2,High Value
Business-a47c,22,27310,15,2,High Value
Business-a484,4,7890,4,2,High Value
Business-a4a5,2,3300,1,2,High Value
Business-a4af,1,1120,1,2,High Value
Business-a4b5,6,9380,6,2,High Value
Business-a4ea,144,291295,131,2,High Value
Business-a4fa,1,2070,1,2,High Value
Business-a4fe,1547,2673583,559,0,Low Value
Business-a50a,134,77531,83,2,High Value
Business-a51c,2,3155,2,2,High Value
Business-a523,605,1351895,106,2,High Value
Business-a534,3,1665,3,2,High Value
Business-a549,2,7400,2,2,High Value
Business-a54b,21,36420,7,2,High Value
Business-a55f,38,54940,10,2,High Value
Business-a563,234,394261,200,2,High Value
Business-a568,6,9575,4,2,High Value
Business-a585,4,7260,3,2,High Value
Business-a58d,1,1150,1,2,High Value
Business-a58f,208,1238334,97,2,High Value
Business-a5ac,102,185635,77,2,High Value
Business-a5cd,4,7130,3,2,High Value
Business-a5f2,3,7740,2,2,High Value
Business-a609,146,155986,56,2,High Value
Business-a616,4,13740,4,2,High Value
Business-a62d,32,73095,20,2,High Value
Business-a63b,7,24380,3,2,High Value
Business-a641,1287,3377302,868,0,Low Value
Business-a658,1345,3520709,453,0,Low Value
Business-a65e,31,55560,23,2,High Value
Business-a682,68,127455,41,2,High Value
Business-a68c,3205,7904268,982,1,Medium Value
Business-a68e,1,4505,1,2,High Value
Business-a6a1,1691,3604325,465,0,Low Value
Business-a6b2,49,112645,43,2,High Value
Business-a6b6,10,21160,1,2,High Value
Business-a6b8,3,3125,2,2,High Value
Business-a6c4,8,17755,6,2,High Value
Business-a6c6,163,312000,150,2,High Value
Business-a6ce,14,37050,14,2,High Value
Business-a6d9,41,85307,39,2,High Value
Business-a6dc,27,72079,17,2,High Value
Business-a6e2,3,4685,3,2,High Value
Business-a6e4,14,30855,7,2,High Value
Business-a6ed,15,49380,5,2,High Value
Business-a703,459,1041018,242,2,High Value
Business-a709,1,1770,1,2,High Value
Business-a70f,8,12160,1,2,High Value
Business-a712,115,246980,100,2,High Value
Business-a717,29,90490,21,2,High Value
Business-a71a,6,15840,6,2,High Value
Business-a71f,65,137045,62,2,High Value
Business-a728,287,543023,182,2,High Value
Business-a747,70,71382,63,2,High Value
Business-a75f,1,3870,1,2,High Value
Business-a76a,7,11715,6,2,High Value
Business-a76c,244,417087,187,2,High Value
Business-a774,1,4060,1,2,High Value
Business-a78d,1,1425,1,2,High Value
Business-a7a3,312,910498,52,2,High Value
Business-a7aa,647,1992428,360,0,Low Value
Business-a7cf,2,2890,2,2,High Value
Business-a7d3,19,15985,11,2,High Value
Business-a7d6,70,87910,53,2,High Value
Business-a7f1,2,5260,1,2,High Value
Business-a801,19,29840,19,2,High Value
Business-a81b,25,73535,4,2,High Value
Business-a820,368,845372,41,2,High Value
Business-a825,3,5470,3,2,High Value
Business-a82f,1,1530,1,2,High Value
Business-a835,2,3080,1,2,High Value
Business-a847,1,2055,1,2,High Value
Business-a850,340,904165,50,2,High Value
Business-a85f,195,429785,49,2,High Value
Business-a869,13,21435,10,2,High Value
Business-a883,4,4335,3,2,High Value
Business-a8b3,74,151510,12,2,High Value
Business-a8bd,3510,9374891,707,1,Medium Value
Business-a8d5,1524,3177620,255,0,Low Value
Business-a8d7,834,2054004,555,0,Low Value
Business-a8da,1962,3851250,666,0,Low Value
Business-a8db,2167,5904537,423,0,Low Value
Business-a8e1,26,56247,21,2,High Value
Business-a8ea,28,119790,10,2,High Value
Business-a8ef,109,208127,101,2,High Value
Business-a8fc,1,475,1,2,High Value
Business-a8ff,2,8400,2,2,High Value
Business-a91c,418,730773,297,2,High Value
Business-a91e,7,12660,4,2,High Value
Business-a928,6,6750,5,2,High Value
Business-a92a,3,9820,3,2,High Value
Business-a939,31,65150,11,2,High Value
Business-a987,1,4430,1,2,High Value
Business-a990,4,2910,4,2,High Value
Business-a995,6,7507,6,2,High Value
Business-a999,125,210428,79,2,High Value
Business-a99f,5,7255,5,2,High Value
Business-a9a7,32,59480,23,2,High Value
Business-a9ab,3,11610,3,2,High Value
Business-a9be,202,403809,52,2,High Value
Business-a9c0,23,54875,23,2,High Value
Business-a9c4,17,9263,10,2,High Value
Business-a9d9,3,12780,1,2,High Value
Business-a9dd,37,64530,23,2,High Value
Business-aa04,1,1510,1,2,High Value
Business-aa2b,50,164350,38,2,High Value
Business-aa2e,13,18800,12,2,High Value
Business-aa33,74,170880,20,2,High Value
Business-aa3d,54,131380,5,2,High Value
Business-aa41,11,29120,11,2,High Value
Business-aa55,19,51050,17,2,High Value
Business-aa59,50,75895,38,2,High Value
Business-aa71,504,975086,386,0,Low Value
Business-aa74,113,269180,42,2,High Value
Business-aa79,3,11500,3,2,High Value
Business-aa89,4,17200,4,2,High Value
Business-aab8,293,708942,258,2,High Value
Business-aabd,40,100095,39,2,High Value
Business-aac2,1032,2877488,563,0,Low Value
Business-aad4,997,2488044,833,0,Low Value
Business-aadf,4,7790,4,2,High Value
Business-aae9,135,169244,119,2,High Value
Business-aaef,411,768903,163,2,High Value
Business-ab02,39,71315,38,2,High Value
Business-ab0b,1,1745,1,2,High Value
Business-ab10,1,4040,1,2,High Value
Business-ab1f,1,6715,1,2,High Value
Business-ab40,304,448132,196,2,High Value
Business-ab4d,13,23670,9,2,High Value
Business-ab52,48,102715,32,2,High Value
Business-ab77,34,59300,33,2,High Value
Business-ab8c,78,113905,42,2,High Value
Business-aba8,369,902936,354,0,Low Value
Business-abae,82,123147,32,2,High Value
Business-abb1,9,7985,7,2,High Value
Business-abb8,3,9845,2,2,High Value
Business-abc4,2,3575,2,2,High Value
Business-abc5,12,38790,5,2,High Value
Business-abca,516,1090082,480,0,Low Value
Business-abcb,170,216625,82,2,High Value
Business-abe0,220,394035,56,2,High Value
Business-abed,3,13590,3,2,High Value
Business-abf9,210,288931,209,2,High Value
Business-abfe,2,11000,2,2,High Value
Business-ac0d,7,12560,4,2,High Value
Business-ac16,86,162623,22,2,High Value
Business-ac17,267,657082,94,2,High Value
Business-ac29,8,27020,8,2,High Value
Business-ac50,38,36910,27,2,High Value
Business-ac5a,2,4900,1,2,High Value
Business-ac5b,25,51000,2,2,High Value
Business-ac5d,14,20655,10,2,High Value
Business-ac67,2,2565,2,2,High Value
Business-ac7e,34,76935,24,2,High Value
Business-ac82,15,22710,14,2,High Value
Business-ace3,2,3100,2,2,High Value
Business-ace9,206,630250,13,2,High Value
Business-acff,18,34700,16,2,High Value
Business-ad1f,57,121406,35,2,High Value
Business-ad5a,93,168265,59,2,High Value
Business-ad63,23,30075,21,2,High Value
Business-ad6a,16,60601,11,2,High Value
Business-ad72,84,90642,73,2,High Value
Business-ad77,1,1785,1,2,High Value
Business-ad9f,20,56590,7,2,High Value
Business-ada7,18,27780,18,2,High Value
Business-adac,11,34536,11,2,High Value
Business-adbe,17,47880,4,2,High Value
Business-adc1,1928,4095876,462,0,Low Value
Business-adc7,235,651472,157,2,High Value
Business-adc9,75,160745,5,2,High Value
Business-adcf,5,15830,5,2,High Value
Business-adef,14,26075,13,2,High Value
Business-adfa,80,233446,43,2,High Value
Business-adfd,2,3760,2,2,High Value
Business-ae03,153,263545,53,2,High Value
Business-ae08,2,6680,2,2,High Value
Business-ae0b,40,76200,30,2,High Value
Business-ae18,3,3207,3,2,High Value
Business-ae1d,13,24890,13,2,High Value
Business-ae24,49,116000,15,2,High Value
Business-ae2f,7,16065,7,2,High Value
Business-ae31,625,1295511,205,2,High Value
Business-ae37,13,47770,9,2,High Value
Business-ae5f,8,17575,4,2,High Value
Business-ae62,5,20950,1,2,High Value
Business-ae6f,235,409026,115,2,High Value
Business-ae70,30,53710,25,2,High Value
Business-ae7c,854,1793426,654,0,Low Value
Business-ae7e,2,5715,2,2,High Value
Business-ae94,470,1074967,142,2,High Value
Business-aea0,6,26858,6,2,High Value
Business-aea3,2,3040,1,2,High Value
Business-aebd,3,6020,2,2,High Value
Business-aebf,14,23444,11,2,High Value
Business-aec5,264,837365,123,2,High Value
Business-aecf,8,15115,8,2,High Value
Business-aef2,580,1423523,70,2,High Value
Business-af19,222,425130,149,2,High Value
Business-af24,101,349583,78,2,High Value
Business-af39,20,38270,15,2,High Value
Business-af3e,3,3925,3,2,High Value
Business-af6e,4,17546,4,2,High Value
Business-af74,105,223062,90,2,High Value
Business-af76,14,20020,12,2,High Value
Business-af7a,17,33725,12,2,High Value
Business-afa0,645,2140825,5,2,High Value
Business-afa9,2,2730,2,2,High Value
Business-afc3,23,28740,13,2,High Value
Business-afc4,14,24135,10,2,High Value
Business-afce,653,1344597,165,2,High Value
Business-afd4,5,8590,3,2,High Value
Business-afd5,139,348623,63,2,High Value
Business-afe2,467,1073971,63,2,High Value
Business-b00e,1,1700,1,2,High Value
Business-b013,1,750,1,2,High Value
Business-b014,1,2750,1,2,High Value
Business-b019,347,1043505,160,2,High Value
Business-b02f,451,1087607,318,0,Low Value
Business-b049,11,16392,11,2,High Value
Business-b04e,1485,4617410,531,0,Low Value
Business-b050,10,15960,6,2,High Value
Business-b056,2,1280,1,2,High Value
Business-b058,5,7715,4,2,High Value
Business-b059,48,106195,20,2,High Value
Business-b07b,2,1750,2,2,High Value
Business-b093,76,205117,70,2,High Value
Business-b094,1319,2849388,92,0,Low Value
Business-b098,2,5675,2,2,High Value
Business-b0ac,1,4280,1,2,High Value
Business-b0b2,1,700,1,2,High Value
Business-b0ba,11,43550,10,2,High Value
Business-b0c4,48,104465,46,2,High Value
Business-b0cf,1,2675,1,2,High Value
Business-b0e4,19,7680,13,2,High Value
Business-b0f4,13,30270,12,2,High Value
Business-b0f5,2,6940,2,2,High Value
Business-b0f9,54,83005,42,2,High Value
Business-b104,93,208216,88,2,High Value
Business-b11d,113,155020,95,2,High Value
Business-b143,188,314800,31,2,High Value
Business-b146,2,6500,2,2,High Value
Business-b14d,2,3560,2,2,High Value
Business-b15b,2,2580,2,2,High Value
Business-b162,125,247760,96,2,High Value
Business-b188,37,94518,37,2,High Value
Business-b192,2,2980,1,2,High Value
Business-b197,479,953402,370,0,Low Value
Business-b1b3,1,4285,1,2,High Value
Business-b1c1,37,64930,37,2,High Value
Business-b1c4,277,256461,223,2,High Value
Business-b1c6,325,629150,104,2,High Value
Business-b1cc,30,114000,2,2,High Value
Business-b1d0,1,955,1,2,High Value
Business-b1d6,10,17200,8,2,High Value
Business-b1e0,11,26030,5,2,High Value
Business-b1ef,4,676,2,2,High Value
Business-b22b,440,990735,37,2,High Value
Business-b22c,2178,5210765,158,0,Low Value
Business-b243,17,47128,15,2,High Value
Business-b245,99,434820,24,2,High Value
Business-b256,202,479726,165,2,High Value
Business-b25b,629,1402048,392,0,Low Value
Business-b26e,18,32500,18,2,High Value
Business-b285,8,8920,4,2,High Value
Business-b28a,31,122865,8,2,High Value
Business-b292,1,2120,1,2,High Value
Business-b295,266,416237,204,2,High Value
Business-b299,78,215785,23,2,High Value
Business-b2a4,28,42695,24,2,High Value
Business-b2a8,4,7175,3,2,High Value
Business-b2aa,2,5925,2,2,High Value
Business-b2ac,60,107935,47,2,High Value
Business-b2c8,2,3020,1,2,High Value
Business-b2f7,2,1490,2,2,High Value
Business-b301,10,9600,10,2,High Value
Business-b303,512,1081622,151,2,High Value
Business-b325,242,613216,223,2,High Value
Business-b32d,1,6240,1,2,High Value
Business-b334,80,145973,21,2,High Value
Business-b35b,20,36550,2,2,High Value
Business-b35e,5,22670,2,2,High Value
Business-b360,90,192887,64,2,High Value
Business-b361,16,51760,16,2,High Value
Business-b362,4,5300,3,2,High Value
Business-b372,5,4375,1,2,High Value
Business-b38f,488,1173989,54,2,High Value
Business-b395,92,157520,86,2,High Value
Business-b3a0,6,20995,6,2,High Value
Business-b3a3,96,104380,28,2,High Value
Business-b3c2,15,25960,9,2,High Value
Business-b3d2,50,92995,15,2,High Value
Business-b3e6,68,141266,20,2,High Value
Business-b3f7,18,43585,7,2,High Value
Business-b3f8,43,49815,36,2,High Value
Business-b404,2,3080,2,2,High Value
Business-b412,1241,3361168,175,0,Low Value
Business-b41c,3,5055,1,2,High Value
Business-b42b,581,1216573,146,2,High Value
Business-b43c,5,14395,4,2,High Value
Business-b43f,64,194055,53,2,High Value
Business-b444,153,251647,105,2,High Value
Business-b453,403,966146,232,2,High Value
Business-b467,80,136550,8,2,High Value
Business-b473,116,169763,101,2,High Value
Business-b477,1297,2024455,511,0,Low Value
Business-b488,24,22364,16,2,High Value
Business-b48a,44,107995,32,2,High Value
Business-b48e,1573,3175059,407,0,Low Value
Business-b4b5,19,42245,13,2,High Value
Business-b4b9,169,384740,47,2,High Value
Business-b4bd,55,85222,32,2,High Value
Business-b4ea,578,1072535,168,2,High Value
Business-b4ed,4,10340,4,2,High Value
Business-b4f0,16,42821,10,2,High Value
Business-b4f8,120,432273,109,2,High Value
Business-b517,31,70380,29,2,High Value
Business-b51a,3,5220,3,2,High Value
Business-b51c,128,305722,53,2,High Value
Business-b530,14,33275,5,2,High Value
Business-b536,159,306515,126,2,High Value
Business-b551,3,4915,3,2,High Value
Business-b567,2,2498,2,2,High Value
Business-b587,39,73665,26,2,High Value
Business-b58c,17,32196,15,2,High Value
Business-b591,75,86689,42,2,High Value
Business-b593,4,725,3,2,High Value
Business-b5a6,216,633620,184,2,High Value
Business-b5b5,22,34050,7,2,High Value
Business-b5b6,2,3975,2,2,High Value
Business-b5ba,179,387595,16,2,High Value
Business-b5bd,56,89565,31,2,High Value
Business-b5cb,28,40365,20,2,High Value
Business-b5ce,3,8230,3,2,High Value
Business-b5f0,1226,3104996,625,0,Low Value
Business-b5fa,73,147150,7,2,High Value
Business-b603,277,723450,242,2,High Value
Business-b609,4,12040,2,2,High Value
Business-b613,187,430709,169,2,High Value
Business-b619,7,5470,7,2,High Value
Business-b620,15,42740,11,2,High Value
Business-b627,3,5235,1,2,High Value
Business-b62e,10,74800,1,2,High Value
Business-b646,6,6845,4,2,High Value
Business-b649,345,807994,311,2,High Value
Business-b65d,3,4590,2,2,High Value
Business-b675,1,2040,1,2,High Value
Business-b68f,5,11800,5,2,High Value
Business-b699,10,47800,1,2,High Value
Business-b69f,545,1104813,349,0,Low Value
Business-b6a3,1,1905,1,2,High Value
Business-b6c2,7,19540,4,2,High Value
Business-b6eb,341,729406,271,2,High Value
Business-b6ef,8,18085,8,2,High Value
Business-b710,573,1307739,68,2,High Value
Business-b71a,2,2960,1,2,High Value
Business-b71f,10,22765,7,2,High Value
Business-b72e,3,11650,3,2,High Value
Business-b73c,53,81325,43,2,High Value
Business-b73f,72,139475,49,2,High Value
Business-b75e,506,955683,291,2,High Value
Business-b764,1,660,1,2,High Value
Business-b76a,641,1675641,131,2,High Value
Business-b774,50,87525,6,2,High Value
Business-b779,4,8955,4,2,High Value
Business-b77a,6,9690,6,2,High Value
Business-b784,4,370,4,2,High Value
Business-b785,4,7240,3,2,High Value
Business-b7a6,324,921071,278,2,High Value
Business-b7bf,541,1124535,142,2,High Value
Business-b7c2,4,5055,4,2,High Value
Business-b7d1,433,860043,413,0,Low Value
Business-b7d7,180,221149,119,2,High Value
Business-b7e3,2,11135,2,2,High Value
Business-b7e6,73,182692,52,2,High Value
Business-b7e7,126,177788,72,2,High Value
Business-b7f3,48,56207,22,2,High Value
Business-b804,19,36610,19,2,High Value
Business-b816,557,1318244,441,0,Low Value
Business-b827,29,69590,18,2,High Value
Business-b837,1,4320,1,2,High Value
Business-b844,727,1676102,615,0,Low Value
Business-b85d,2,9760,2,2,High Value
Business-b85f,3,4990,2,2,High Value
Business-b882,623,1572101,369,0,Low Value
Business-b884,91,175930,8,2,High Value
Business-b886,97,529250,14,2,High Value
Business-b88d,24,21615,23,2,High Value
Business-b88e,18,20510,14,2,High Value
Business-b898,142,304169,139,2,High Value
Business-b8a7,10,40200,1,2,High Value
Business-b8d8,2,4000,2,2,High Value
Business-b8e8,816,2573070,198,0,Low Value
Business-b8f6,2,3390,2,2,High Value
Business-b901,152,244350,124,2,High Value
Business-b903,46,77717,37,2,High Value
Business-b919,68,155240,36,2,High Value
Business-b91d,76,243980,74,2,High Value
Business-b92b,1,4220,1,2,High Value
Business-b92c,9,11015,6,2,High Value
Business-b92e,3,2840,3,2,High Value
Business-b941,1,1780,1,2,High Value
Business-b943,62,47985,53,2,High Value
Business-b95c,1,5360,1,2,High Value
Business-b979,7,26180,7,2,High Value
Business-b980,288,521000,219,2,High Value
Business-b9a6,224,451238,170,2,High Value
Business-b9a7,357,461152,93,2,High Value
